CustomerID,PurchaseDate,AmountSpent
1627,2020-01-14 22:11:57.880533,97.02
910,2020-01-14 22:24:00.168135,89.71
2600,2020-01-14 23:10:36.247575,33.98
645,2020-01-15 01:27:18.961210,75.55
2684,2020-01-15 03:09:03.032993,28.59
2702,2020-01-15 03:48:30.594783,132.89
2472,2020-01-15 05:39:45.062564,159.02
735,2020-01-15 05:43:31.001407,62.71
2154,2020-01-15 07:23:24.057705,95.94
1737,2020-01-15 13:42:46.031764,245.0
1919,2020-01-15 15:44:41.693192,88.16
2447,2020-01-15 17:38:48.583508,371.26
68,2020-01-15 19:23:55.238495,358.92
143,2020-01-15 20:16:49.848425,113.09
2561,2020-01-15 23:06:50.191938,75.45
2832,2020-01-16 00:00:59.683119,46.63
2823,2020-01-16 02:42:58.186581,80.54
2161,2020-01-16 08:41:45.943423,17.31
2129,2020-01-16 13:01:25.678510,69.1
1322,2020-01-16 15:48:06.787402,124.43
1994,2020-01-16 18:22:25.884908,86.52
2434,2020-01-16 18:41:30.595993,56.62
192,2020-01-16 20:08:02.101546,110.26
445,2020-01-16 22:05:38.201396,81.73
2549,2020-01-16 23:02:29.597966,75.6
1115,2020-01-16 23:07:06.076612,47.54
1515,2020-01-16 23:56:29.081755,56.7
1824,2020-01-17 02:31:05.776266,67.67
2997,2020-01-17 03:12:27.707158,184.14
1557,2020-01-17 07:37:50.214152,50.95
1666,2020-01-17 08:41:53.700648,170.33
2404,2020-01-17 08:48:07.810916,179.15
2546,2020-01-17 12:12:34.895491,74.3
2716,2020-01-17 14:02:09.558319,99.55
2293,2020-01-17 15:59:24.062123,43.82
2878,2020-01-17 16:53:24.529172,221.54
83,2020-01-17 16:54:52.249658,70.37
1102,2020-01-17 18:56:59.808488,87.77
1961,2020-01-17 22:26:36.661450,19.73
2085,2020-01-17 23:05:19.243775,180.58
161,2020-01-18 01:24:46.658494,49.26
1655,2020-01-18 01:50:38.842855,439.08
109,2020-01-18 02:17:02.140241,81.4
875,2020-01-18 02:35:48.055870,111.91
443,2020-01-18 03:04:01.956494,96.86
2984,2020-01-18 03:12:32.560750,119.77
264,2020-01-18 03:28:22.471123,91.71
596,2020-01-18 07:14:45.385696,257.44
2736,2020-01-18 07:33:27.716969,106.86
1108,2020-01-18 08:18:17.932442,134.83
48,2020-01-18 10:33:24.244367,226.75
147,2020-01-18 14:26:54.603929,187.79
1008,2020-01-18 19:48:29.566984,422.69
2570,2020-01-18 22:04:30.517425,271.25
130,2020-01-18 23:57:21.104241,103.82
964,2020-01-19 02:05:26.933687,218.75
509,2020-01-19 02:46:46.925192,130.65
1038,2020-01-19 04:22:59.211444,158.95
141,2020-01-19 06:37:28.706033,71.17
1492,2020-01-19 08:21:01.914897,252.15
173,2020-01-19 08:21:14.795379,104.88
2630,2020-01-19 09:17:49.597545,59.08
2842,2020-01-19 12:28:16.674700,480.42
2720,2020-01-19 15:47:17.449638,62.69
2967,2020-01-19 16:08:32.147416,145.35
2497,2020-01-19 16:18:29.744595,199.65
1279,2020-01-19 17:52:28.500849,110.85
1483,2020-01-19 18:21:03.440478,74.53
1127,2020-01-19 19:38:18.158617,35.41
1723,2020-01-19 19:52:21.620056,47.37
1639,2020-01-19 20:02:13.012575,101.49
1282,2020-01-19 22:09:05.789597,120.21
2112,2020-01-19 23:08:56.810786,146.71
2195,2020-01-20 02:50:39.752213,107.97
200,2020-01-20 03:55:06.424806,98.62
263,2020-01-20 05:37:38.515714,54.82
1009,2020-01-20 07:31:30.255471,87.88
2323,2020-01-20 08:55:39.179027,73.67
1726,2020-01-20 10:59:22.127610,149.3
51,2020-01-20 11:27:16.858923,305.49
2689,2020-01-20 12:07:57.693363,43.79
2764,2020-01-20 13:49:37.275525,63.03
2748,2020-01-20 18:30:28.745085,142.5
531,2020-01-20 20:06:18.378952,82.02
688,2020-01-20 20:16:15.731934,101.64
1485,2020-01-20 21:24:21.501133,74.96
442,2020-01-20 22:15:36.758380,49.35
452,2020-01-20 22:27:40.420785,106.25
569,2020-01-20 22:34:10.456443,36.62
2638,2020-01-21 00:40:15.349998,85.97
1863,2020-01-21 02:13:26.252314,88.51
1706,2020-01-21 06:47:03.731083,167.42
1856,2020-01-21 06:57:34.801437,78.96
63,2020-01-21 10:28:19.384461,375.36
2576,2020-01-21 10:45:28.540625,106.13
1949,2020-01-21 14:19:22.027390,75.17
2242,2020-01-21 14:47:47.405992,68.78
1642,2020-01-21 16:45:20.324620,82.15
2332,2020-01-21 16:53:36.109102,169.47
1033,2020-01-21 18:55:51.348001,377.04
2987,2020-01-21 20:14:18.982905,108.49
2415,2020-01-21 20:25:57.757629,318.77
1507,2020-01-21 21:39:36.834797,106.14
599,2020-01-21 23:57:07.110194,490.5
339,2020-01-22 00:02:52.794965,153.78
2020,2020-01-22 04:21:54.887205,158.38
334,2020-01-22 07:05:56.680488,121.84
1817,2020-01-22 07:53:05.085918,83.09
636,2020-01-22 08:05:51.169179,114.92
2376,2020-01-22 09:08:55.505814,25.12
1373,2020-01-22 12:53:55.364911,154.81
2322,2020-01-22 14:21:37.594222,91.84
2828,2020-01-22 16:46:32.009794,102.93
1375,2020-01-22 21:19:47.920179,62.59
2953,2020-01-22 21:55:54.272527,146.86
229,2020-01-22 21:58:20.938808,214.35
482,2020-01-23 01:11:13.921590,95.49
1829,2020-01-23 01:44:15.171426,43.98
814,2020-01-23 02:32:59.849723,164.22
837,2020-01-23 02:51:02.342398,110.73
2232,2020-01-23 07:07:41.286471,87.5
2791,2020-01-23 09:55:18.584634,34.33
1729,2020-01-23 14:27:00.532658,93.31
778,2020-01-23 14:37:20.938393,27.69
2025,2020-01-23 18:20:17.931398,59.73
1498,2020-01-23 21:14:27.182573,233.7
2118,2020-01-23 21:16:53.740351,105.83
2764,2020-01-23 21:32:37.339936,157.78
1840,2020-01-23 21:47:30.742282,96.66
2868,2020-01-24 01:30:14.499802,331.66
2934,2020-01-24 02:00:42.129410,86.33
2810,2020-01-24 02:06:49.031220,41.3
1021,2020-01-24 02:14:06.342982,70.34
350,2020-01-24 04:20:55.584993,418.35
1432,2020-01-24 08:57:24.142677,405.6
2662,2020-01-24 09:07:52.131744,48.69
2695,2020-01-24 09:27:37.396596,123.52
1450,2020-01-24 10:43:27.071107,114.51
2408,2020-01-24 14:40:36.510682,67.0
1377,2020-01-24 16:10:01.666738,53.39
2527,2020-01-24 16:37:03.236149,46.11
595,2020-01-24 16:46:18.280607,127.63
2749,2020-01-24 16:49:03.085683,142.67
1946,2020-01-24 18:12:11.072406,248.78
1214,2020-01-24 19:13:43.968131,201.25
1968,2020-01-24 20:55:41.974430,50.96
1668,2020-01-24 22:37:18.394172,343.12
2183,2020-01-24 23:31:28.051628,380.9
1737,2020-01-25 00:09:24.752272,130.71
2880,2020-01-25 06:20:39.696535,79.42
160,2020-01-25 07:04:32.508978,177.44
2055,2020-01-25 08:01:36.023894,68.91
1072,2020-01-25 08:58:35.963259,166.42
753,2020-01-25 10:33:44.047626,171.98
516,2020-01-25 11:47:56.679631,291.42
1763,2020-01-25 12:22:16.724364,67.48
233,2020-01-25 14:34:11.579476,85.65
776,2020-01-25 14:55:40.276385,82.35
1882,2020-01-25 15:39:46.853423,139.53
1814,2020-01-25 16:02:28.906724,82.89
444,2020-01-25 16:04:00.539735,172.15
1367,2020-01-25 16:05:23.122678,43.48
144,2020-01-25 16:24:23.486330,58.58
1444,2020-01-25 19:47:40.943741,95.09
1676,2020-01-26 00:04:22.376770,396.4
2178,2020-01-26 03:38:17.669755,99.01
2172,2020-01-26 03:57:18.749864,77.58
156,2020-01-26 04:17:52.272251,132.43
1580,2020-01-26 07:00:44.277206,210.17
786,2020-01-26 10:40:12.114486,74.78
2096,2020-01-26 12:33:10.075932,65.57
1388,2020-01-26 12:39:57.143547,125.25
906,2020-01-26 15:52:58.362495,76.83
1596,2020-01-26 17:32:07.039127,290.8
1068,2020-01-26 18:40:04.587597,67.0
979,2020-01-26 19:13:38.878769,75.63
521,2020-01-26 20:05:36.894269,101.74
195,2020-01-26 23:39:10.168865,59.6
1656,2020-01-27 00:54:36.544872,84.53
2696,2020-01-27 01:24:01.512331,64.99
38,2020-01-27 01:55:29.914219,38.88
2974,2020-01-27 02:01:00.073945,153.15
978,2020-01-27 02:10:47.918512,288.09
2077,2020-01-27 02:45:22.565501,38.27
609,2020-01-27 05:08:57.666158,93.54
192,2020-01-27 05:23:54.290859,122.1
44,2020-01-27 05:41:13.286379,64.87
169,2020-01-27 09:16:11.749955,185.61
325,2020-01-27 11:32:59.402204,8.91
2606,2020-01-27 13:35:32.912238,98.82
758,2020-01-27 16:01:46.385920,128.74
856,2020-01-27 16:05:38.075272,117.62
1492,2020-01-27 16:11:55.167115,156.74
1426,2020-01-27 16:58:31.130237,57.53
2626,2020-01-27 19:31:08.506813,338.14
1576,2020-01-27 19:33:14.858439,365.47
198,2020-01-27 20:03:32.532987,100.75
178,2020-01-27 22:58:16.851591,392.37
391,2020-01-28 00:33:10.143663,53.46
239,2020-01-28 01:13:17.858789,94.92
1270,2020-01-28 01:25:09.447360,320.12
1077,2020-01-28 02:47:11.670593,125.76
2779,2020-01-28 09:35:06.047190,113.3
2643,2020-01-28 11:51:45.205798,74.71
1741,2020-01-28 12:41:41.677174,278.91
37,2020-01-28 19:03:39.353577,169.78
139,2020-01-28 20:04:00.002264,28.02
1886,2020-01-28 21:24:15.368668,79.87
2998,2020-01-29 01:04:12.650457,267.62
614,2020-01-29 01:05:37.704445,53.06
174,2020-01-29 06:09:29.839637,52.38
2259,2020-01-29 08:09:37.076318,112.07
271,2020-01-29 08:41:05.448178,339.65
2964,2020-01-29 09:15:50.862922,192.76
216,2020-01-29 09:26:26.727877,331.86
2061,2020-01-29 09:56:56.913794,104.46
1510,2020-01-29 10:32:24.270165,21.88
563,2020-01-29 11:23:53.220120,49.18
1246,2020-01-29 11:40:03.660604,58.11
710,2020-01-29 12:06:12.718127,72.99
279,2020-01-29 12:17:22.061458,55.66
1693,2020-01-29 12:21:24.772974,85.93
1859,2020-01-29 13:12:53.785844,234.37
1516,2020-01-29 14:01:30.224411,22.57
368,2020-01-29 14:37:58.003261,71.79
2490,2020-01-29 20:54:44.680144,46.74
290,2020-01-29 22:26:22.942777,75.51
2699,2020-01-29 23:24:36.566814,81.24
2721,2020-01-30 00:05:46.655802,63.73
424,2020-01-30 02:52:19.257177,60.89
503,2020-01-30 02:59:48.429079,288.95
2075,2020-01-30 07:32:13.966258,103.87
937,2020-01-30 08:51:23.369544,281.77
2076,2020-01-30 10:06:14.670684,51.67
706,2020-01-30 12:22:39.832720,74.14
1310,2020-01-30 12:58:57.681502,82.36
778,2020-01-30 13:01:34.236321,5.34
2947,2020-01-30 13:24:12.279717,106.95
1974,2020-01-30 14:03:04.478487,242.86
636,2020-01-30 16:22:02.825821,80.69
2323,2020-01-30 17:37:22.606073,55.01
1698,2020-01-30 18:03:53.287925,123.71
2135,2020-01-30 19:37:21.026628,402.73
2942,2020-01-30 20:45:50.923446,179.83
1250,2020-01-30 20:53:28.434916,262.84
2386,2020-01-30 21:00:10.241523,79.68
2409,2020-01-30 21:11:01.372674,88.83
816,2020-01-30 22:59:33.537965,81.24
1429,2020-01-30 23:41:29.224151,86.38
2141,2020-01-31 02:57:51.448617,28.6
2073,2020-01-31 04:50:30.442246,64.45
1317,2020-01-31 04:55:39.871498,64.07
1442,2020-01-31 10:43:17.921861,18.77
916,2020-01-31 10:55:01.674697,78.47
2631,2020-01-31 11:07:20.835954,156.53
2891,2020-01-31 11:18:58.471237,85.63
2764,2020-01-31 13:31:34.106449,93.37
1884,2020-01-31 14:21:20.898097,355.35
2540,2020-01-31 15:01:23.846777,153.57
2698,2020-01-31 15:13:42.855808,97.11
1820,2020-01-31 16:17:30.949589,35.96
989,2020-01-31 17:23:27.514346,321.34
2801,2020-01-31 18:21:24.184195,202.4
34,2020-01-31 19:45:06.184209,54.05
724,2020-01-31 22:17:15.972295,56.76
2341,2020-01-31 22:40:43.607633,68.42
429,2020-01-31 23:36:08.116271,228.93
1294,2020-02-01 01:42:41.071575,58.9
1147,2020-02-01 02:03:13.162058,66.95
414,2020-02-01 02:35:29.408496,50.94
2232,2020-02-01 02:37:54.030158,135.67
1297,2020-02-01 03:23:22.331273,96.27
892,2020-02-01 05:20:15.891508,73.99
1266,2020-02-01 07:39:30.290494,90.79
924,2020-02-01 08:41:15.634902,82.23
2217,2020-02-01 10:55:43.125384,69.48
140,2020-02-01 11:20:34.722782,54.09
1230,2020-02-01 12:46:48.803592,177.25
233,2020-02-01 13:42:39.861623,122.07
1309,2020-02-01 14:16:45.686890,102.71
1178,2020-02-01 15:50:28.270709,89.65
217,2020-02-01 17:43:09.588367,106.05
355,2020-02-01 18:20:59.254387,62.9
2627,2020-02-01 19:27:16.534117,73.85
1442,2020-02-01 19:56:12.798166,73.63
898,2020-02-01 20:03:51.110863,60.02
1412,2020-02-01 20:11:31.177639,75.64
2404,2020-02-01 21:02:50.053218,200.33
1638,2020-02-01 23:02:21.377178,169.39
1380,2020-02-01 23:26:57.076932,135.66
2044,2020-02-01 23:56:11.706729,60.6
1681,2020-02-02 03:20:05.664257,25.1
981,2020-02-02 03:33:24.325326,175.3
2543,2020-02-02 04:51:18.194208,87.84
922,2020-02-02 05:54:09.020005,88.27
553,2020-02-02 05:55:17.720537,138.42
2629,2020-02-02 05:57:21.690538,50.62
2933,2020-02-02 06:51:38.337369,62.49
1738,2020-02-02 06:57:05.303007,183.06
169,2020-02-02 09:30:09.603616,138.66
2596,2020-02-02 11:16:37.712438,124.86
1093,2020-02-02 11:22:56.510117,132.79
1411,2020-02-02 12:04:54.543121,206.46
1249,2020-02-02 12:53:44.599490,543.7
1361,2020-02-02 13:09:09.591769,95.15
2678,2020-02-02 14:14:48.342934,208.81
130,2020-02-02 14:50:22.250487,252.76
1766,2020-02-02 17:01:57.773029,125.17
1590,2020-02-02 18:04:16.995748,52.11
1114,2020-02-02 21:22:17.887643,142.33
419,2020-02-02 21:25:31.862719,222.1
987,2020-02-02 23:58:32.486156,46.1
1525,2020-02-03 00:30:42.546020,439.11
730,2020-02-03 03:04:16.882757,151.98
2851,2020-02-03 05:05:42.668892,440.26
658,2020-02-03 05:24:26.141452,462.78
1783,2020-02-03 05:55:27.166224,125.85
2958,2020-02-03 06:42:47.015659,147.9
1488,2020-02-03 08:49:29.095286,317.97
2367,2020-02-03 08:55:25.951101,114.04
2167,2020-02-03 11:56:20.041244,134.07
2459,2020-02-03 12:00:09.147003,60.95
1070,2020-02-03 12:01:39.784400,71.47
243,2020-02-03 13:19:13.871126,60.22
2257,2020-02-03 13:29:16.004558,87.27
590,2020-02-03 13:30:03.072126,149.26
1976,2020-02-03 13:32:15.658377,209.27
2437,2020-02-03 14:34:14.518408,51.0
2500,2020-02-03 15:49:19.457829,217.93
2245,2020-02-03 16:29:03.332393,80.54
2868,2020-02-03 17:40:45.169146,412.5
2884,2020-02-03 17:54:25.456559,86.1
1098,2020-02-03 20:11:08.646570,56.65
1671,2020-02-03 20:35:01.269896,183.23
319,2020-02-03 21:42:33.938424,31.51
1213,2020-02-03 22:04:23.546826,75.22
986,2020-02-03 22:26:22.904978,99.37
663,2020-02-03 22:36:45.764275,258.66
1101,2020-02-03 23:05:34.501193,36.55
19,2020-02-04 00:28:25.481028,44.49
2010,2020-02-04 00:37:47.005394,54.7
913,2020-02-04 02:13:28.649293,54.01
2442,2020-02-04 02:54:32.338255,36.71
1719,2020-02-04 04:24:52.516961,243.58
2519,2020-02-04 06:46:20.843654,82.85
2501,2020-02-04 07:47:59.788149,47.97
221,2020-02-04 08:06:02.155298,88.72
2164,2020-02-04 08:14:10.039940,113.43
805,2020-02-04 08:40:11.818198,103.9
317,2020-02-04 10:01:27.585158,381.18
2281,2020-02-04 11:30:13.190907,325.8
1914,2020-02-04 11:39:24.986932,47.08
848,2020-02-04 13:02:32.117786,406.32
401,2020-02-04 14:07:01.895122,116.5
1596,2020-02-04 16:05:03.020913,177.57
1375,2020-02-04 16:15:21.726378,41.95
2690,2020-02-04 16:26:39.045220,67.97
1697,2020-02-04 19:19:14.233021,91.15
2882,2020-02-04 22:42:01.323396,100.61
393,2020-02-04 23:39:01.522060,131.05
926,2020-02-05 01:01:16.554195,77.62
775,2020-02-05 02:37:17.361372,110.06
2428,2020-02-05 03:09:25.200328,443.65
2716,2020-02-05 03:35:15.968797,119.7
708,2020-02-05 03:50:24.374781,9.98
2542,2020-02-05 08:25:19.870356,110.61
26,2020-02-05 08:54:19.524076,58.93
1013,2020-02-05 09:06:27.955900,79.86
1567,2020-02-05 09:59:13.937076,64.82
1307,2020-02-05 14:02:04.626221,133.44
2608,2020-02-05 16:25:05.853634,58.01
1229,2020-02-05 17:51:09.568358,109.23
414,2020-02-05 18:47:52.625102,84.95
2749,2020-02-05 20:29:47.626053,180.76
2916,2020-02-06 00:08:53.204987,74.18
259,2020-02-06 00:09:12.864435,32.01
1586,2020-02-06 00:31:13.559310,111.81
1336,2020-02-06 00:42:21.620114,53.89
2929,2020-02-06 06:03:19.783178,76.0
1739,2020-02-06 06:32:45.099996,52.23
643,2020-02-06 07:33:24.857494,140.35
752,2020-02-06 08:42:39.440506,44.33
663,2020-02-06 09:11:29.240381,226.33
2696,2020-02-06 14:50:16.888785,46.38
726,2020-02-06 15:05:25.951836,253.11
2728,2020-02-06 15:41:34.478769,73.76
1504,2020-02-06 17:04:56.519049,103.91
1883,2020-02-06 20:42:45.887746,108.61
1468,2020-02-06 21:14:37.194445,73.82
596,2020-02-06 23:02:43.457156,222.45
2902,2020-02-06 23:18:54.085828,53.27
1129,2020-02-07 00:02:39.223439,134.63
1806,2020-02-07 00:04:40.324508,77.16
2563,2020-02-07 00:57:36.015257,160.45
2461,2020-02-07 01:45:30.826360,116.83
188,2020-02-07 02:36:32.057767,85.88
566,2020-02-07 02:48:09.667833,24.87
2095,2020-02-07 04:29:43.921637,85.77
2040,2020-02-07 08:04:05.036401,88.79
1847,2020-02-07 08:47:39.545047,208.82
1042,2020-02-07 10:02:10.902025,95.74
2549,2020-02-07 11:09:52.382453,58.13
450,2020-02-07 12:57:55.501376,25.26
2524,2020-02-07 16:42:49.648620,298.88
2597,2020-02-07 17:11:15.529370,68.76
979,2020-02-07 17:12:08.343209,37.4
863,2020-02-07 17:23:50.978603,69.12
1019,2020-02-07 18:42:21.573845,191.67
2813,2020-02-07 18:59:17.324561,147.68
1687,2020-02-07 20:49:47.054862,29.0
576,2020-02-07 22:36:22.602345,117.05
2358,2020-02-07 23:11:37.123432,39.56
2015,2020-02-08 00:04:14.874973,48.26
2738,2020-02-08 00:25:47.839117,530.25
1539,2020-02-08 00:34:21.439345,300.83
2922,2020-02-08 00:47:59.762435,110.52
1231,2020-02-08 02:53:33.499378,101.18
2034,2020-02-08 03:13:44.312611,73.72
604,2020-02-08 03:59:28.932654,16.69
295,2020-02-08 04:13:13.680890,243.1
2078,2020-02-08 04:31:56.131935,211.7
929,2020-02-08 05:09:44.292794,78.03
2221,2020-02-08 05:27:57.431606,70.27
736,2020-02-08 07:01:54.795933,125.52
1931,2020-02-08 07:27:30.388918,201.8
1086,2020-02-08 09:00:39.923876,79.04
1509,2020-02-08 10:46:12.280534,104.96
390,2020-02-08 11:02:02.368826,112.01
2878,2020-02-08 12:39:52.648808,220.59
108,2020-02-08 13:21:33.596434,228.5
257,2020-02-08 13:25:46.047566,72.43
201,2020-02-08 13:43:42.547042,90.11
1262,2020-02-08 13:56:37.223282,77.76
526,2020-02-08 14:33:02.859594,19.51
390,2020-02-08 16:03:17.368790,111.89
1546,2020-02-08 16:50:06.157460,55.41
2247,2020-02-08 17:25:23.937626,479.24
238,2020-02-08 17:44:43.690983,190.83
1767,2020-02-08 18:53:20.764921,51.03
2163,2020-02-08 19:07:03.949050,89.83
2666,2020-02-08 19:21:05.319491,54.75
1548,2020-02-08 20:12:18.524521,73.7
1433,2020-02-08 20:55:02.466676,128.49
1077,2020-02-08 21:46:58.568278,117.02
908,2020-02-08 22:17:39.113997,135.62
728,2020-02-08 22:18:01.326561,67.25
1404,2020-02-08 22:20:33.596959,50.14
265,2020-02-08 23:11:41.207476,157.78
2783,2020-02-09 00:52:51.492987,221.71
2577,2020-02-09 03:25:23.276897,497.46
981,2020-02-09 03:28:36.764521,260.15
2839,2020-02-09 04:19:41.201765,74.8
2387,2020-02-09 07:20:20.746489,83.56
2185,2020-02-09 08:04:58.357716,150.11
277,2020-02-09 08:52:19.745027,111.92
1352,2020-02-09 10:56:55.719054,139.42
2006,2020-02-09 11:08:37.275409,170.37
926,2020-02-09 11:48:00.660706,71.25
1721,2020-02-09 13:05:19.955436,509.3
2638,2020-02-09 14:03:34.113263,80.84
2189,2020-02-09 15:51:01.666910,380.12
412,2020-02-09 16:36:14.275178,183.38
2223,2020-02-09 17:27:28.885811,49.9
501,2020-02-09 20:52:26.983668,126.22
1408,2020-02-09 21:09:11.580341,61.43
2204,2020-02-09 23:09:54.736469,359.19
2194,2020-02-09 23:47:14.604504,79.88
80,2020-02-10 01:23:40.463408,56.45
2159,2020-02-10 03:57:33.691191,200.98
1847,2020-02-10 04:53:19.002033,215.42
2004,2020-02-10 06:10:12.912932,110.75
547,2020-02-10 06:31:32.608599,420.4
666,2020-02-10 07:24:44.706797,57.2
2705,2020-02-10 09:44:15.629608,244.51
710,2020-02-10 11:16:48.568472,75.88
2149,2020-02-10 11:28:01.905441,70.89
600,2020-02-10 12:26:30.185206,119.17
2916,2020-02-10 13:32:20.487736,121.97
1297,2020-02-10 15:48:59.187954,70.09
862,2020-02-10 15:53:30.020683,86.01
2832,2020-02-10 15:59:49.623449,99.0
102,2020-02-10 21:34:55.524057,87.84
1798,2020-02-10 21:39:43.723450,203.46
40,2020-02-10 23:10:24.980473,53.87
1827,2020-02-10 23:26:33.538269,33.05
1093,2020-02-10 23:27:23.409490,61.64
1862,2020-02-11 01:26:59.645141,79.83
2673,2020-02-11 01:54:45.843868,44.79
516,2020-02-11 05:08:44.536097,268.5
2892,2020-02-11 05:43:16.094314,147.65
1128,2020-02-11 06:48:14.921022,71.34
2783,2020-02-11 07:34:06.869380,175.94
839,2020-02-11 08:56:52.666263,53.43
2436,2020-02-11 09:15:17.745951,104.16
1792,2020-02-11 10:36:55.109215,140.71
2250,2020-02-11 11:05:33.615554,83.24
752,2020-02-11 11:14:26.320479,36.77
586,2020-02-11 15:28:48.619751,103.54
2172,2020-02-11 16:21:13.202394,79.77
1618,2020-02-11 17:02:11.935992,83.5
